,Company Brand,Founded,HeadQuarter,Sector,What it does,Founders,Investor,Amount,Stage,Year
1375,WheelsEMI,Unknown,Pune,—,"WheelsEMI is the brand name of NBFC, WheelsEMI Pvt. Ltd.",Unknown,Unknown,14000000.0,Series B,2018
1376,Forum for Innovation Incubation Research and Entrepreneurship,Unknown,Margao,Finance,"FiiRE, a technology business incubator helps the startup process to move from the garage to the lab.",Unknown,Unknown,1485507.2463768115,Grant,2018
1377,OYO,Unknown,Gurgaon,Hospitality,OYO is an Indian hospitality startup that operates a network of budget hotels.,Unknown,Unknown,100000000.0,Series E,2018
1378,Quikr,Unknown,Bangalore,Commerce,"Quikr is a free classifieds and online marketplace that helps users sell, buy, rent, or discover anything across India.",Unknown,Unknown,7971014.492753623,Debt,2018
1379,Tabono,Unknown,Gurgaon,Sports,Tabono is a one stop environment for all your fitness solution.,Unknown,Unknown,1300000.0,Pre-series A,2018
1380,LearnApp,Unknown,Noida,Finance,"Learnapp.co - Video courses & live classes in investing, trading, banking and finance.",Unknown,Unknown,289855.0724637681,Pre-series A,2018
1381,Shopkirana,Unknown,Indore,Commerce,Shopkirana connects brands and traditional retailers with the help of technology and supply chain innovation.,Unknown,Unknown,2000000.0,Unknown,2018
1382,Fric Bergen,Unknown,Alwar,—,Fric Bergen is a leader in the specialty food industry.,Unknown,Unknown,1300000.0,Unknown,2018
1383,Articbot,Unknown,Kannur,Technology,Articbot is a conversational AI platform for automated customer support and lead generation,Unknown,Unknown,17391.304347826088,Grant,2018
1384,BuildSupply,Unknown,Gurgaon,Business Intelligence,India’s most advanced ERP system for the real estate,Unknown,Unknown,3623188.4057971016,Series A,2018
1385,Fusion Microfinance,Unknown,New Delhi,Finance,Fusion Microfinance Pvt. Ltd. is an NBFC registered with RBI,Unknown,Unknown,75362318.84057972,Series E,2018
1386,Any time Doctor,Unknown,Chennai,Technology,Anytime Doctor is a Software company.,Unknown,Unknown,1300000.0,Angel Round,2018
1387,Go Payments,Unknown,Mumbai,Business Intelligence,Go Payments was founded with the mission of assisting consumers with performing a whole host of financial services at their doorstep.,Unknown,Unknown,1300000.0,Corporate Round,2018
1388,Guiddoo World,Unknown,Mumbai,Hospitality,We build In-Destination Experiences!,Unknown,Unknown,800000.0,Pre-series A,2018
1389,ION Energy,Unknown,Mumbai,Energy,A stealth startup building a layer of infrastructure for highly efficient energy storage systems.,Unknown,Unknown,1041000.0,Unknown,2018
1390,UnoTag,Unknown,Bangalore,Technology,SaaS to verify counterfeit,Unknown,Unknown,100000.0,Pre-series A,2018
1391,CivilCops,Unknown,Gurgaon,Government,Gov-Tech,Unknown,Unknown,100000.0,Pre-series A,2018
1392,Rockmetric,Unknown,Mumbai,Technology,"Smarter analytics to understand how each customer uses your product. Drive growth in conversion, retention and engagement.",Unknown,Unknown,1300000.0,Grant,2018
1393,Classworks India,Unknown,Chennai,Education,"Saas, Web App, Mobile App, School Education",Unknown,Unknown,1449.2753623188405,Unknown,2018
1394,Snapmint,Unknown,Mumbai,Finance,"Snapmint facilitates simplified, fairly-priced and hassle-free EMI options without a Credit Card.",Unknown,Unknown,1300000.0,Pre-series A,2018
1395,artbandhu,Unknown,Bangalore,Media & Entertainment,Ai platform for Art and Creative Community,Unknown,Unknown,15000.0,Pre-series A,2018
1396,Survaider,Unknown,Bangalore,Business Intelligence,Stethoscope for customer feedback !,Unknown,Unknown,500000.0,Pre-series A,2018
1397,Credy,Unknown,Bangalore,Finance,Credy is a fintech platform that connects borrowers seeking capital with lenders seeking market beating returns.,Unknown,Unknown,1400000.0,Pre-series A,2018
1398,iChamp,Unknown,Gurgaon,Education,iChamp is an e education innovation product from RNM E-Services Pvt Ltd.,Unknown,Unknown,5000000.0,Pre-series A,2018
1399,Qandle,Unknown,Gurgaon,Technology,A cloud-based HR management and employee engagement platform.,Unknown,Unknown,1200000.0,Pre-series A,2018
1400,Avishkaar Box,Unknown,New Delhi,Education,"Avishkaar Box is just not another box full of material rather it is a well researched, thought through solution",Unknown,Unknown,724637.6811594203,Pre-series A,2018
1401,Gegadyne Energy,Unknown,Mumbai,Transport,A Mumbai-based startup Electric Vehicle (EV) & Energy Storage company.,Unknown,Unknown,1300000.0,Angel Round,2018
1402,HyperXchange,Unknown,Pune,Commerce,hyperXchange is India's fastest growing O2O marketplace for premium refurb gadgets,Unknown,Unknown,1000000.0,Series A,2018
1403,Deftouch,Unknown,Bangalore,—,Deftouch is a mobile game development company that currently focuses on winning the Cricket gaming market with a social multiplayer game.,Unknown,Unknown,1300000.0,Pre-series A,2018
1404,Doodhwala,Unknown,Bangalore,Food & Beverages,Doodhwala is an online milk delivery startup that offers over 70 varieties of milk along with a plan based on clients' requirement.,Unknown,Unknown,2200000.0,Pre-series A,2018
1405,DronaHQ,Unknown,Mumbai,Technology,DronaHQ is an enterprise mobile engagement platform.,Unknown,Unknown,500000.0,Angel Round,2018
1406,FastFox,Unknown,Gurgaon,Real Estate,FastFox: Market Network for Home Rentals (India),Unknown,Unknown,1449275.3623188406,Series A,2018
1407,BuyForexOnline,Unknown,Bangalore,Hospitality,BuyForexOnline.com is India's first completely online provider for buying Foreign Exchange.,Unknown,Unknown,2000000.0,Unknown,2018
1408,Colive.in,Unknown,Bangalore,Commerce,A technology powered network of Branded Serviced Homes conveniently located near educational institutions & workplaces.,Unknown,Unknown,1800000.0,Pre-series A,2018
1409,Agricxlab Private Limited,Unknown,Thane,Commerce,Online marketplace where farmers and traders can sell their produce to B2B buyers,Unknown,Unknown,500000.0,Pre-series A,2018
1410,Corefactors,Unknown,Bangalore,—,"Corefactors is a leading campaign management, business communication and analytics company.",Unknown,Unknown,1300000.0,Pre-series A,2018
1411,Fincash.com,Unknown,Mumbai,Finance,A startup in the personal finance space in India .,Unknown,Unknown,150000.0,Pre-series A,2018
1412,Pandorum Technologies,Unknown,Bangalore,Health,Bengaluru based biotech startup.,Unknown,Unknown,3600000.0,Series A,2018
1413,Shirsa Labs,Unknown,Mumbai,LifeStyle,Shirsa Labs is a cognitive skill assessment and training portal that provides children with fun educational games.,Unknown,Unknown,500000.0,Pre-series A,2018
1414,PetSutra,Unknown,Gurgaon,Health,Gurugram-based Online petcare platform.,Unknown,Unknown,137681.15942028986,Pre-series A,2018
1415,Awaaz De,Unknown,Ahmedabad,Business Intelligence,Awwaz.De develops inclusive mobile solutions that enable organizations to achieve last-mile connectivity for social impact.,Unknown,Unknown,1300000.0,Angel Round,2018
1416,PinkBlue,Unknown,Bangalore,Business Intelligence,PinkBlue.in - Super-efficient supply-chain for clinical supplies,Unknown,Unknown,300000.0,Pre-series A,2018
1417,Eduvanz,Unknown,Mumbai,Finance,"Eduvanz is new, innovative finance company, which is completely revolutionizing the student loan market.",Unknown,Unknown,500000.0,Angel Round,2018
1418,Rupeek,Unknown,Bangalore,Finance,Rupeek is an asset backed online lending platform currently operating in the space of Gold loans.,Unknown,Unknown,6830000.0,Series A,2018
1419,Backpacker Panda Holidays Private Limited,Unknown,Pune,Hospitality,Backpacker Panda is creating an ecosystem for youth accommodation and travel.,Unknown,Unknown,1400000.0,Series A,2018
1420,Shape (School Health and Physical Education),Unknown,Pune,Education,Physical education start up,Unknown,Unknown,200000.0,Pre-series A,2018
1421,Placio,Unknown,Noida,Hospitality,Placio is a student housing and a complete broker-free platform.,Unknown,Unknown,2000000.0,Pre-series A,2018
1422,Aviom India Housing Finance,Unknown,New Delhi,Finance,Delhi based housing finance company.,Unknown,Unknown,2173913.0434782607,Series A,2018
1423,GenRobotic,Unknown,Thiruvananthapuram,Business Intelligence,A Robotic Company.,Unknown,Unknown,1300000.0,Pre-series A,2018
1424,HeyHolidays,Unknown,Bangalore,Hospitality,"HeyHolidays, a global player in online vacation rentals.",Unknown,Unknown,1000000.0,Pre-series A,2018
1425,Pratilipi,Unknown,Bangalore,Media & Entertainment,Amazon's Kindle Direct Publishing for Indian Languages,Unknown,Unknown,4300000.0,Series A,2018
1426,SectorQube,Unknown,Ernakulam,Manufacturing,SectorQube develops smart kitchen devices that make food automatically.,Unknown,Unknown,1300000.0,Pre-series A,2018
1427,Food Memories,Unknown,Ahmedabad,Food & Beverages,Iconic Indian Delicacies from the most renowned vendors of India Delivered Globally.,Unknown,Unknown,1300000.0,Pre-series A,2018
1428,ZAMROO,Unknown,India,Commerce,Zamroo is a growing mobile marketplace that allows users to buy and sell locally.,Unknown,Unknown,1300000.0,Pre-series A,2018
1429,Silversparro Technologies Pvt. Ltd,Unknown,Gurgaon,Business Intelligence,Silversparro is a deep learning technology solution provider.,Unknown,Unknown,300000.0,Pre-series A,2018
1430,Creator’s Gurukul,Unknown,Gurgaon,Commerce,A coworking space provider.,Unknown,Unknown,1300000.0,Angel Round,2018
1431,Emflux Motors,Unknown,Bangalore,Transport,Emflux Motors is committed to bring clean and sustainable energy into a state of universal acceptance through technological innovation.,Unknown,Unknown,364846.0,Pre-series A,2018
1432,Tricog Health Services Pvt Ltd,Unknown,Bangalore,Business Intelligence,Predictive Healthcare Analytics Company,Unknown,Unknown,4000000.0,Series A,2018
1433,Scapic,Unknown,Bangalore,Technology,Virtual/Augmented Reality Start Up .,Unknown,Unknown,500000.0,Pre-series A,2018
1434,6Degree,Unknown,Mumbai,Beauty & Fashion,A fashion enterprise that provides a launchpad to fashion talent and brands using a tech enabled platform,Unknown,Unknown,400000.0,Pre-series A,2018
1435,Chrysalis (EZ Vidya),Unknown,Chennai,Education,Chrysalis (EZ Vidya) is India’s leading educational research and innovation organization,Unknown,Unknown,1300000.0,Pre-series A,2018
1436,Ekincare,Unknown,Hyderabad,Health,EKincare empowers you to take charge of your health by enabling you to monitor critical medical info and make it available anywhere.,Unknown,Unknown,1500000.0,Series A,2018
1437,Streo,Unknown,Gurgaon,Media & Entertainment,"Live stream music from nightclubs, bars & festivals!",Unknown,Unknown,1300000.0,Pre-series A,2018
1438,Groww,Unknown,Kormangala,Finance,Groww offers a new way of investing money.,Unknown,Unknown,120000.0,Pre-series A,2018
1439,Cell Propulsion,Unknown,Bangalore,—,Cell Propulsion is an electric mobility startup that designs autonomous electric vehicles.,Unknown,Unknown,101449.27536231885,Pre-series A,2018
1440,Chezuba,Unknown,Hyderabad,Business Intelligence,Chezuba is a web-based platform enabling skilled professionals to volunteer online with Non-profits worldwide,Unknown,Unknown,20289.855072463768,Angel Round,2018
1441,Ontrack Technologies Pvt. Ltd,Unknown,Bangalore,Commerce,Ontrack provides affordable independent transport to those dependent on cabs and autos for commute by renting bikes on a monthly basis.,Unknown,Unknown,1300000.0,Pre-series A,2018
1442,Wealthtrust,Unknown,Mumbai,Finance,Wealthtrust offers a wealth manager application that enables its users to invest and manage their investments online.,Unknown,Unknown,500000.0,Pre-series A,2018
1443,Faclon Labs,Unknown,Mumbai,Technology,Faclon is an IoT and data analytics based tech startup building products to make cities and villages smart.,Unknown,Unknown,1300000.0,Pre-series A,2018
1444,Awign Enterprises,Unknown,Bangalore,Business Intelligence,Operations and manpower outsourcing startup,Unknown,Unknown,724637.6811594203,Pre-series A,2018
1445,CollPoll,Unknown,Bangalore,Education,World-class Enterprise System for Education.,Unknown,Unknown,1300000.0,Pre-series A,2018
1446,Zyla Health,Unknown,New Delhi,Hospitality,Zyla is transforming the way healthcare is delivered in India with specific focus on high-risk chronic patients.,Unknown,Unknown,1300000.0,Pre-series A,2018
1447,Hubhopper,Unknown,New Delhi,Sports,Get your daily dose of interest as summaries from news and magazine stories .,Unknown,Unknown,500000.0,Series A,2018
1448,Rubix108 Technologies,Unknown,Pune,Technology,Rubix Total App makes it effortless for Institutes to send home important information and updates about the day’s learning experiences.,Unknown,Unknown,1000000.0,Pre-series A,2018
1449,Workflexi,Unknown,Bangalore,Business Intelligence,"Be Smart, Work on Contract,Be Smart, Hire on Contract",Unknown,Unknown,144927.53623188406,Pre-series A,2018
1450,Streak,Unknown,Bangalore,Finance,Algorithmic trading platform.,Unknown,Unknown,326086.95652173914,Pre-series A,2018
1451,Kuants,Unknown,Gurgaon,Finance,Algorithmic trading platform.,Unknown,Unknown,72463.76811594203,Pre-series A,2018
1452,NiYO Solutions,Unknown,Bangalore,Finance,NiYO is a fintech company that helps salaried employees access company benefits and other financial services.,Unknown,Unknown,13200000.0,Series A,2018
1453,Hippo Video,Unknown,Chennai,Hospitality,A video recording and sharing software.,Unknown,Unknown,1300000.0,Pre-series A,2018
1454,Satvacart,Unknown,Gurgaon,Food & Beverages,Satvacart is a Gurgaon’s largest online supermarket,Unknown,Unknown,1300000.0,Pre-series A,2018
1455,Daaki,Unknown,Bangalore,Health,Sports Nutrition startup,Unknown,Unknown,1300000.0,Angel Round,2018
1456,Simulanis,Unknown,New Delhi,LifeStyle,A Delhi-based Augmented Reality and Virtual Reality technology development company.,Unknown,Unknown,500000.0,Pre-series A,2018
1457,MY CHIRAAG CAB,Unknown,Jaipur,Hospitality,MY CHIRAAG CAB SERVICES PVT LTD,Unknown,Unknown,1000000.0,Pre-series A,2018
1458,WOTU,Unknown,Bangalore,Food & Beverages,It operates a business-to-business e-commerce portal for food and beverages.,Unknown,Unknown,1300000.0,Pre-series A,2018
1459,Flathalt,Unknown,Gurgaon,—,FInd your Customized Home here.,Unknown,Unknown,50000.0,Angel Round,2018
1460,True Elements,Unknown,Pune,Food & Beverages,True elements offers a range of high-quality snacks and supplements that are inspired by natural foods consumed by our ancestors.,Unknown,Unknown,724637.6811594203,Pre-series A,2018
1461,Trendlyne Technologies,Unknown,Bangalore,Finance,Trendlyne Technologies is a stock market analytics platform and marketplace for retail investors.,Unknown,Unknown,200000.0,Pre-series A,2018
1462,Planys Technologies,Unknown,Chennai,Energy,Planys Technologies is India’s first and only manufacturer of compact ROVs providing underwater robotic inspection and survey solutions.,Unknown,Unknown,2031884.0579710144,Series A,2018
1463,HealthPlix,Unknown,Bangalore,LifeStyle,HealthPlix is a healthtech startup,Unknown,Unknown,3000000.0,Series A,2018
1464,dishq,Unknown,Bangalore,—,dishq leverages food science and machine learning (AI) to understand and predict people's tastes.,Unknown,Unknown,400000.0,Pre-series A,2018
1465,Entropik Technology,Unknown,Bangalore,Education,The boundaries between Human and Machines are shrinking fast.,Unknown,Unknown,1100000.0,Pre-series A,2018
1466,myHQ,Unknown,New Delhi,Business Intelligence,myHQ turns your everyday coffee space into a perfect work zone. Get an amazing work environment without paying any rent.,Unknown,Unknown,500000.0,Series A,2018
1467,Trell,Unknown,Bangalore,—,Trell is a location based network which helps you in exploring amazing experiences and annotating places around you.,Unknown,Unknown,1250000.0,Pre-series A,2018
1468,Kidovators (by GyanLab),Unknown,Bangalore,Education,Building future human capital through 21st Century Skills programs for K-12,Unknown,Unknown,180000.0,Pre-series A,2018
1469,Log 9 Materials,Unknown,Uttar Pradesh,Technology,Log 9 Materials is a nano-materials manufacturing and RnD startup,Unknown,Unknown,434782.60869565216,Pre-series A,2018
1470,VTION,Unknown,Gurgaon,Business Intelligence,VTION is a media technology innovation firm aiming to solve key problems in the media based ecosystem.,Unknown,Unknown,278260.8695652174,Pre-series A,2018
1471,HousingMan.com,Unknown,Bangalore,—,"New Apartments, Flats for Sale in Bangalore",Unknown,Unknown,1492753.6231884058,Pre-series A,2018
1472,Steradian Semiconductors,Unknown,Bangalore,—,It is a fabless semiconductor company focused on CMOS millimeter wave products for Radar.,Unknown,Unknown,1300000.0,Pre-series A,2018
